Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR6236925,2017-10-31 05:44:13,2017-10-31 05:27:09,19332451,5799735300,19332451,300,2727,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006090/SRR6236925,SRX3345186,RUN8_ATGTCA_L005,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS2645829,SAMN07956299,simple,7460,Apis mellifera,REUh8,,,,,male,,no,,,,,INRA,SRA626514,,public,35730E1023A7CEB4D0A5965D7F45F7D5,5988DA8EBA15FAF9AE8982260BF5D967
SRR6236942,2017-10-31 05:37:12,2017-10-31 05:26:07,15061032,4518309600,15061032,300,2134,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006090/SRR6236942,SRX3345169,ROD11-m1_TTAGGC_L005,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS2645813,SAMN07956293,simple,7460,Apis mellifera,ROD11,,,,,male,,no,,,,,INRA,SRA626514,,public,29918FAAD40EBE1D0734ABD6D3A013DA,8D151A5353AB90ACAB628EEE91BE3826
SRR6236937,2017-10-31 05:35:12,2017-10-31 05:23:53,11634739,3490421700,11634739,300,1607,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006090/SRR6236937,SRX3345174,ROD50-m1_TGACCA_L005,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS2645817,SAMN07956294,simple,7460,Apis mellifera,ROD50,,,,,male,,no,,,,,INRA,SRA626514,,public,57D1FA3F5902879C3B3D7A0F2A0FC627,E69E33744FAF3F6317ABBAEDC7CA94C4
SRR6236917,2017-10-31 05:46:14,2017-10-31 05:26:41,19538449,5861534700,19538449,300,2803,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006090/SRR6236917,SRX3345194,SE12-m2_GGCTAC_L005,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS2645838,SAMN07956301,simple,7460,Apis mellifera,SEY12,,,,,male,,no,,,,,INRA,SRA626514,,public,B7B972E16ED1ADC98F15F1F9DA2E3ACE,610A6BB63676FC2BB17F2F38787E3277
SRR6236918,2017-10-31 05:46:14,2017-10-31 05:28:05,20406542,6121962600,20406542,300,2881,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006090/SRR6236918,SRX3345193,SE32-m1_CTTGTA_L005,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS2645837,SAMN07956302,simple,7460,Apis mellifera,SEY32,,,,,male,,no,,,,,INRA,SRA626514,,public,B105FC038FD53315C62F0C00F7F0AD5C,EE232533284746C2C48CF540F5EAE846
SRR6236970,2017-10-31 06:13:14,2017-10-31 05:58:06,33698414,10109524200,33698414,300,4577,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006090/SRR6236970,SRX3345141,SOL1-TTAGGC,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS2645785,SAMN07956303,simple,7460,Apis mellifera,SOL1,,,,,male,,no,,,,,INRA,SRA626514,,public,49EA3327CD257D8CBDD59FFC16234911,31B52C7E577E63C19249F2BBEA0E7211
SRR6236961,2017-10-31 06:13:14,2017-10-31 05:51:58,40952831,12285849300,40952831,300,5453,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006090/SRR6236961,SRX3345150,SOL4-GCCAAT,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS2645794,SAMN07956304,simple,7460,Apis mellifera,SOL4,,,,,male,,no,,,,,INRA,SRA626514,,public,096CEE6465B54F698FE43FFAD888362F,2FA719B663D728A8713B37EB640BCA35
SRR3157145,2016-06-22 16:49:31,2016-02-09 14:54:11,14865327,2973065400,14865327,200,1778,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157145,SRX1568197,BER10_GTCCGC_L003,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282067,SAMN04481240,simple,88217,Apis mellifera carnica,BE1,,,,,male,,no,,,,,INRA,SRA352334,,public,EF7BB32B0A28254B536295C5BB3B2291,4D59E569B2FD8D0B826815676348A11C
SRR3157154,2016-06-22 16:49:31,2016-02-09 15:16:58,8496236,1699247200,8496236,200,1015,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157154,SRX1568206,BER6_AGTCAA_L003,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282058,SAMN04481249,simple,88217,Apis mellifera carnica,BE10,,,,,male,,no,,,,,INRA,SRA352334,,public,147D88915620B3F8A1E4091FD5C7012C,D191DB705ACB2C93EBB02CED5D0B4B90
SRR3157155,2016-06-22 16:49:31,2016-02-09 15:17:16,11376445,2275289000,11376445,200,1359,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157155,SRX1568207,BER8_ATGTCA_L003,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282057,SAMN04481250,simple,88217,Apis mellifera carnica,BE11,,,,,male,,no,,,,,INRA,SRA352334,,public,4BF38282FC4108C379A79E53EC16EE93,0821073EBCCD496F518FF76B0C7C7D1B
SRR3157156,2016-06-22 16:49:31,2016-02-09 15:22:04,10263614,2052722800,10263614,200,1235,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157156,SRX1568208,BER9_CCGTCC_L003,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282056,SAMN04481251,simple,88217,Apis mellifera carnica,BE12,,,,,male,,no,,,,,INRA,SRA352334,,public,85DE678CF34C1D022EB3D9AE2F869CE6,7439B6464F3626C4AF175AADF4A98DFC
SRR3157146,2016-06-22 16:49:31,2016-02-09 14:48:41,10289285,2057857000,10289285,200,1230,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157146,SRX1568198,BER11_GTGAAA_L003,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282066,SAMN04481241,simple,88217,Apis mellifera carnica,BE2,,,,,male,,no,,,,,INRA,SRA352334,,public,AE7E2D1EAE0823B56E40220DCA00778C,418DF11775FBB4F3ACEA9232FEBDDF4E
SRR3157147,2016-06-22 16:49:31,2016-02-09 14:52:59,13124154,2624830800,13124154,200,1570,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157147,SRX1568199,BER12_GTGGCC_L003,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282065,SAMN04481242,simple,88217,Apis mellifera carnica,BE3,,,,,male,,no,,,,,INRA,SRA352334,,public,631C3E553BCE51D4B1CECD0B75DD980B,04EC9816467C494E675A0A1519B6C192
SRR3157148,2016-06-22 16:49:31,2016-02-09 14:54:38,12759647,2551929400,12759647,200,1526,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157148,SRX1568200,BER13_GTTTCG_L003,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282064,SAMN04481243,simple,88217,Apis mellifera carnica,BE4,,,,,male,,no,,,,,INRA,SRA352334,,public,7DFFD2EA9644D7AB70EF0574319EA302,3D64B203EEDA252CB861C1E981CB6838
SRR3157149,2016-06-22 16:49:31,2016-02-09 15:10:19,9783110,1956622000,9783110,200,1170,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157149,SRX1568201,BER14_CGTACG_L003,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282063,SAMN04481244,simple,88217,Apis mellifera carnica,BE5,,,,,male,,no,,,,,INRA,SRA352334,,public,037058D3EE511C63AFF32590226B61D1,8B96FD818807F6ED23D7FCE434FEA47A
SRR3157150,2016-06-22 16:49:31,2016-02-09 15:09:37,9109629,1821925800,9109629,200,1113,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157150,SRX1568202,BER18_TGACCA_L002,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282062,SAMN04481245,simple,88217,Apis mellifera carnica,BE6,,,,,male,,no,,,,,INRA,SRA352334,,public,94748A9E162509DB2C41FE4BEA4347D1,3CAF563AB8A90F15A367A80CA4DBB619
SRR3157151,2016-06-22 16:49:31,2016-02-09 15:18:57,13129711,2625942200,13129711,200,1569,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157151,SRX1568203,BER2_CAGATC_L003,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282061,SAMN04481246,simple,88217,Apis mellifera carnica,BE7,,,,,male,,no,,,,,INRA,SRA352334,,public,0634C8A6DF64869D99F161DDCC649E3B,E9C46BBAD33AFBFDC40607B9AC40D591
SRR3157152,2016-06-22 16:49:31,2016-02-09 15:19:36,17203345,3440669000,17203345,200,2052,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157152,SRX1568204,BER4_ACTTGA_L003,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282060,SAMN04481247,simple,88217,Apis mellifera carnica,BE8,,,,,male,,no,,,,,INRA,SRA352334,,public,74F0907EE052BF052BD45A25C8487D79,8B40485A5AEB6EE51E22B5984F7DB7CA
SRR3157153,2016-06-22 16:49:31,2016-02-09 15:15:54,11559963,2311992600,11559963,200,1374,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157153,SRX1568205,BER5_CTTGTA_L003,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282059,SAMN04481248,simple,88217,Apis mellifera carnica,BE9,,,,,male,,no,,,,,INRA,SRA352334,,public,65F4AD733D8440E2117A474D6DFD8EF3,42411305E806F1D2A8C847DBBE2A5ADF
SRR5021011,2016-11-20 11:42:24,2016-11-15 11:17:25,11532907,2306581400,11532907,200,1372,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/004903/SRR5021011,SRX2348783,SavB1_GATCAG_L002,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1798995,SAMN06017578,simple,7460,Apis mellifera,CSA01,,,,,male,,no,,,,,,SRA493942,,public,2A93F92A1FB1485FD401587389C5C97F,F1F78EB9FE693B5E739C43EC01B020F5
SRR5021010,2016-11-20 11:41:28,2016-11-15 11:14:51,9001516,1800303200,9001516,200,1074,,https://sra-download.ncbi.nlm.nih.gov/traces/sra12/SRR/004903/SRR5021010,SRX2348782,SavB9_AGTCAA_L002,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1798994,SAMN06017587,simple,7460,Apis mellifera,CSA10,,,,,male,,no,,,,,,SRA493942,,public,261AB0E27FECBA2B82C007C91739CC46,D8E3269994349E22A8DBCE5CA3A96A06
SRR5021009,2016-11-20 11:41:48,2016-11-15 11:16:29,10003148,2000629600,10003148,200,1187,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/004903/SRR5021009,SRX2348781,SavA11_ATCACG_L002,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1798993,SAMN06017590,simple,7460,Apis mellifera,CSA13,,,,,male,,no,,,,,,SRA493942,,public,66B442AD9E91C44AEB148B39971D9F96,6EBD08A8C11F2F2803A50B037108A9B9
SRR5021008,2016-11-20 11:42:56,2016-11-15 11:19:08,9628955,1925791000,9628955,200,1148,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/004903/SRR5021008,SRX2348780,SavB13_ATGTCA_L002,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1798992,SAMN06017592,simple,7460,Apis mellifera,CSA15,,,,,male,,no,,,,,,SRA493942,,public,D6BA924734D1CCC418A51BB35B4A241E,909B30001C0BF0C69A058BC24EC36E50
SRR5021012,2016-11-20 11:41:54,2016-11-15 11:15:34,9053173,1810634600,9053173,200,1082,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/004903/SRR5021012,SRX2348784,SavC40_TTAGGC_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1798996,SAMN06017608,simple,7460,Apis mellifera,CSA40,,,,,male,,no,,,,,,SRA493942,,public,E69A9CE5837C3F5EC0A627FA3495823C,631458C24DFE7BE30F2578527597CCFA
SRR3157115,2016-06-22 16:49:31,2016-02-09 15:34:23,7354025,1470805000,7354025,200,908,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157115,SRX1568167,JFM10_TAGCTT_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282102,SAMN04481210,simple,7460,Apis mellifera,HN1,,,,,male,,no,,,,,INRA,SRA352334,,public,DAAF76846A708CAAE0DFBD4DC676E629,0F3A79D92AB9DABDB2C7A8B88AB2C5E1
SRR3157124,2016-06-22 16:49:31,2016-02-09 16:04:00,12160804,2432160800,12160804,200,1532,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157124,SRX1568176,JFM19_GTGGCC_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282093,SAMN04481219,simple,7460,Apis mellifera,HN10,,,,,male,,no,,,,,INRA,SRA352334,,public,20A6E6B6DE18340359504836AC0DB395,93270A4520C40FCB0A09685F24352747
SRR3157125,2016-06-22 16:49:31,2016-02-09 16:04:19,7855608,1571121600,7855608,200,978,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157125,SRX1568177,JFM1_ATCACG_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282092,SAMN04481220,simple,7460,Apis mellifera,HN11,,,,,male,,no,,,,,INRA,SRA352334,,public,5FA8A81BFBFF83E690BB0F4E8838B065,90C70A82401CE544F0F8062B35682A3B
SRR3157126,2016-06-22 16:49:31,2016-02-09 16:33:04,8837019,1767403800,8837019,200,1083,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157126,SRX1568178,JFM20_GTTTCG_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282091,SAMN04481221,simple,7460,Apis mellifera,HN12,,,,,male,,no,,,,,INRA,SRA352334,,public,FBFF4DE29A8F00BD45A3AFF745D0A633,35C22B44FCD36CBCCA8B66DAC39BA6FD
SRR3157127,2016-06-22 16:49:31,2016-02-09 16:33:11,6663859,1332771800,6663859,200,783,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157127,SRX1568179,JFM21_ATCACG_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282089,SAMN04481222,simple,7460,Apis mellifera,HN13,,,,,male,,no,,,,,INRA,SRA352334,,public,D730A1327EF9C0378D89BF4DFE39C4CA,20B26B767768C8D884D38043A823562A
SRR3157128,2016-06-22 16:49:31,2016-02-09 16:33:11,7279736,1455947200,7279736,200,849,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157128,SRX1568180,JFM22_CGATGT_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282088,SAMN04481223,simple,7460,Apis mellifera,HN14,,,,,male,,no,,,,,INRA,SRA352334,,public,A534CC8E05B735EE650CEE4648681A47,05B49952FCC514F4512D54D7E629E33A
SRR3157129,2016-06-22 16:49:31,2016-02-09 16:41:20,13653042,2730608400,13653042,200,1637,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157129,SRX1568181,JFM23_TTAGGC_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282090,SAMN04481224,simple,7460,Apis mellifera,HN15,,,,,male,,no,,,,,INRA,SRA352334,,public,D60667E4DE0CD18AC5B67453EFA55D27,EF1597CDFD548150ADB4F56C43EA8EC4
SRR3157130,2016-06-22 16:49:31,2016-02-09 16:35:30,4305605,861121000,4305605,200,509,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157130,SRX1568182,JFM24_TGACCA_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282087,SAMN04481225,simple,7460,Apis mellifera,HN16,,,,,male,,no,,,,,INRA,SRA352334,,public,C8CF3D58E3BD27C961A5B1F3341678A7,E08AC4960572CBEC14D8D7F680BE407E
SRR3157131,2016-06-22 16:49:31,2016-02-09 17:06:47,11874013,2374802600,11874013,200,1400,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157131,SRX1568183,JFM25_ACAGTG_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282085,SAMN04481226,simple,7460,Apis mellifera,HN17,,,,,male,,no,,,,,INRA,SRA352334,,public,C78AE67050F1164285BA5190251C3C52,1EBBACDB294671C278E3A20CAB79497E
SRR3157132,2016-06-22 16:49:31,2016-02-09 17:04:26,9405592,1881118400,9405592,200,1122,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157132,SRX1568184,JFM26_GCCAAT_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282086,SAMN04481227,simple,7460,Apis mellifera,HN18,,,,,male,,no,,,,,INRA,SRA352334,,public,9CB097B2C1A5526610F7CB2052AC6907,04E4BD51BC53E24A2D7C2E85E455D9BE
SRR3157133,2016-06-22 16:49:31,2016-02-09 17:10:27,9823337,1964667400,9823337,200,1173,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157133,SRX1568185,JFM28_CAGATC_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282084,SAMN04481228,simple,7460,Apis mellifera,HN19,,,,,male,,no,,,,,INRA,SRA352334,,public,60CA23FCDAB11FE7036FC3D01ACBB9C5,A47D59A4E3887A6BDB9C68D1B2B49CA8
SRR3157116,2016-06-22 16:49:31,2016-02-09 15:38:00,24464238,4892847600,24464238,200,2997,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157116,SRX1568168,JFM11,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282101,SAMN04481211,simple,7460,Apis mellifera,HN2,,,,,male,,no,,,,,INRA,SRA352334,,public,4F3A2757920E1FA57E74092170C792BB,E0BBCEC1CF08954012EC08039770CB61
SRR3157134,2016-06-22 16:49:31,2016-02-09 17:01:17,7561121,1512224200,7561121,200,885,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157134,SRX1568186,JFM29_ACTTGA_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282083,SAMN04481229,simple,7460,Apis mellifera,HN20,,,,,male,,no,,,,,INRA,SRA352334,,public,4BACD0D64ED8C266F3561F74D6793D77,BD9A2ED3B28DB45A0836D788A9A053FB
SRR3157135,2016-06-22 16:49:31,2016-02-09 17:01:28,8056199,1611239800,8056199,200,994,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157135,SRX1568187,JFM2_CGATGT_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282082,SAMN04481230,simple,7460,Apis mellifera,HN21,,,,,male,,no,,,,,INRA,SRA352334,,public,1068CC224981A95973E1263EFAB4CD71,AFA2A305ACA643F3B287590A8FFEABE0
SRR3157136,2016-06-22 16:49:31,2016-02-09 16:59:24,8917309,1783461800,8917309,200,1074,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157136,SRX1568188,JFM31_GATCAG_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282081,SAMN04481231,simple,7460,Apis mellifera,HN22,,,,,male,,no,,,,,INRA,SRA352334,,public,2C90E6F7FC35B0EA5F60C5CD33095C15,C26C449CF3B4274D1EA4FE89FF139D76
SRR3157137,2016-06-22 16:49:31,2016-02-09 16:59:50,8327436,1665487200,8327436,200,993,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157137,SRX1568189,JFM33_TAGCTT_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282080,SAMN04481232,simple,7460,Apis mellifera,HN23,,,,,male,,no,,,,,INRA,SRA352334,,public,46E666EFC3A9823F2E1E8F83306D5F47,30C885D9B219C14926526B02E77C5BE3
SRR3157138,2016-06-22 16:49:31,2016-02-09 17:10:05,11371240,2274248000,11371240,200,1447,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157138,SRX1568190,JFM3_TTAGGC_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282078,SAMN04481233,simple,7460,Apis mellifera,HN24,,,,,male,,no,,,,,INRA,SRA352334,,public,2C89B656F9B7FBD0E2A558A626AE2325,ECB8A7E7E0CA80DAFAF95E1EC5D43FEE
SRR3157139,2016-06-22 16:49:31,2016-02-09 17:12:04,7331579,1466315800,7331579,200,918,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157139,SRX1568191,JFM4_TGACCA_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282079,SAMN04481234,simple,7460,Apis mellifera,HN25,,,,,male,,no,,,,,INRA,SRA352334,,public,B41447EA35C23E8975D017B797B1B768,78CAC3A76BC179417A96E682155D3C84
SRR3157140,2016-06-22 16:49:31,2016-02-09 17:16:24,12344293,2468858600,12344293,200,1574,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157140,SRX1568192,JFM5_ACAGTG_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282077,SAMN04481235,simple,7460,Apis mellifera,HN26,,,,,male,,no,,,,,INRA,SRA352334,,public,724FCDD6E9C3267A51288CDD1C5AD5F2,CCF6C9162EFB02DADC76EB6CC25A5D7B
SRR3157141,2016-06-22 16:49:31,2016-02-09 17:12:31,8266128,1653225600,8266128,200,1030,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157141,SRX1568193,JFM6_GCCAAT_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282076,SAMN04481236,simple,7460,Apis mellifera,HN27,,,,,male,,no,,,,,INRA,SRA352334,,public,3DA40A686DBE3B43458D26F1BE747E33,D46D794E79FABFFC6DA0E8C2B32CD02E
SRR3157142,2016-06-22 16:49:31,2016-02-09 17:17:42,9692086,1938417200,9692086,200,1183,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157142,SRX1568194,JFM7_CAGATC_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282074,SAMN04481237,simple,7460,Apis mellifera,HN28,,,,,male,,no,,,,,INRA,SRA352334,,public,B9CB320893708EE8BCB429C9747359B5,34E09044FF039287245A631F90824A93
SRR3157143,2016-06-22 16:49:31,2016-02-09 17:24:29,15545949,3109189800,15545949,200,1907,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157143,SRX1568195,JFM8,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282075,SAMN04481238,simple,7460,Apis mellifera,HN29,,,,,male,,no,,,,,INRA,SRA352334,,public,799D4133FCF03963DA38D5CB136A288A,E9C2BD3F1792075E0DA07D5B34DA7592
SRR3157117,2016-06-22 16:49:31,2016-02-09 15:31:50,10261653,2052330600,10261653,200,1255,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157117,SRX1568169,JFM12_CTTGTA_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282100,SAMN04481212,simple,7460,Apis mellifera,HN3,,,,,male,,no,,,,,INRA,SRA352334,,public,A639F5F7094470029351BB3476759502,C4FF4F1B7B0B945CC289A4073995FB0B
